ticker,min_date,max_date
CVS,1984-12-17,2017-11-06
CVT,2013-08-09,2016-11-28
CVX,1970-01-02,2017-11-06
CW,1987-11-05,2017-11-06
CWCO,1995-06-01,2017-11-06
CWEI,1993-05-24,2017-04-24
CWH,2016-10-07,2017-11-06
CWST,1997-10-29,2017-11-06
CWT,1990-03-26,2017-11-06
CXO,2007-08-03,2017-11-06
CXW,1997-07-15,2017-11-06
CY,1989-04-05,2017-11-06
CYBX,1993-02-11,2015-10-16
CYH,2000-06-09,2017-11-06
CYN,1990-03-26,2015-10-30
CYNI,2013-05-09,2015-07-31
CYNO,2005-12-09,2017-03-22
CYS,2009-06-16,2017-11-06
CYT,1993-12-22,2015-12-08
CYTK,2004-04-30,2017-11-06
CYTR,1989-03-29,2017-11-06
CYTX,2000-11-16,2017-11-06
CZNC,1996-05-30,2017-11-06
CZR,2012-02-08,2017-11-06
D,1984-10-03,2017-11-06
DAKT,1994-02-10,2017-11-06
DAL,2007-05-03,2017-11-06
DAN,2008-01-02,2017-11-06
DAR,1994-09-09,2017-11-06
DATA,2013-05-17,2017-11-06
DAVE,1996-11-04,2017-11-06
DBD,1981-12-31,2017-11-06
DCI,1987-06-18,2017-11-06
DCO,1973-05-03,2017-11-06
DCOM,1996-06-26,2017-11-06
DCT,2006-12-13,2017-11-06
DD,1962-01-02,2017-08-31
DDD,1990-11-05,2017-11-06
DDR,1993-02-02,2017-11-06
DDS,1989-06-30,2017-11-06
DE,1972-06-01,2017-11-06
DECK,1993-10-15,2017-11-06
DEI,2006-10-25,2017-11-06
DEL,1996-12-12,2017-11-06
DELL,1988-08-17,2015-03-04
DENN,1998-01-08,2017-11-06
DEPO,1997-12-03,2017-11-06
DEST,1993-03-16,2017-11-06
DF,1996-04-17,2017-11-06
DFRG,2012-07-27,2017-11-06
DFS,2007-06-14,2017-11-06
DFT,2007-10-19,2017-09-13
DFZ,1992-03-16,2014-09-04
DG,2009-11-13,2017-11-06
DGAS,1990-03-26,2017-09-20
DGI,2009-05-14,2017-10-04
DGICA,2003-07-03,2017-11-06
DGII,1990-03-26,2017-11-06
DGX,1996-12-26,2017-11-06
DHI,1992-06-05,2017-11-06
DHIL,1997-05-09,2017-11-06
DHR,1987-11-05,2017-11-06
DHT,2005-10-13,2017-11-06
DHX,2007-07-26,2017-11-06
DIN,1991-07-12,2017-11-06
DIOD,1992-03-17,2017-11-06
DIS,1962-01-02,2017-11-06
DISCA,2005-07-08,2017-11-06
DISCK,2008-09-18,2017-11-06
DISH,1995-06-21,2017-11-06
DJCO,1992-02-25,2017-11-06
DK,2006-05-04,2017-11-06
DKS,2002-10-16,2017-11-06
DLB,2005-02-17,2017-11-06
DLLR,2005-01-28,2014-06-13
DLPH,2011-11-17,2017-11-06
DLR,2004-10-29,2017-11-06
DLTR,1995-03-09,2017-11-06
DLX,1987-07-23,2017-11-06
DMD,2011-01-27,2016-11-08
DMND,2005-07-21,2016-02-26
DMRC,1999-12-02,2017-11-06
DNB,1983-06-10,2017-04-25
DNDN,2000-06-19,2014-11-18
DNKN,2011-07-27,2017-11-06
DNR,1995-09-06,2017-11-06
DO,1995-10-11,2017-11-06
DOC,2013-07-19,2017-11-06
DOOR,2009-07-24,2017-11-06
DORM,1991-03-12,2017-11-06
DOV,1985-07-01,2017-11-06
DOW,1972-06-01,2017-08-31
DOX,1998-06-19,2017-11-06
DPS,2008-05-07,2017-11-06
DPZ,2004-07-13,2017-11-06
DRC,2005-08-05,2015-06-30
DRE,1987-11-05,2017-11-06
DRH,2005-05-26,2017-11-06
DRI,1995-05-09,2017-11-06
DRII,2013-07-19,2016-09-02
DRIV,1998-08-12,2015-02-12
DRL,1992-02-25,2015-02-27
DRNA,2014-01-30,2017-11-06
DRQ,1997-10-23,2017-11-06
DRTX,2012-07-19,2014-11-17
DSCI,1994-05-13,2017-02-23
DSPG,1994-02-14,2017-11-06
DST,1995-11-01,2017-11-06
DSW,2005-06-29,2017-11-06
DTE,1970-01-02,2017-11-06
DTLK,1999-08-06,2017-01-06
DTSI,2003-07-11,2016-12-01
DTV,2003-12-23,2017-04-25
DUK,1983-04-06,2017-11-06
DV,1991-06-28,2017-05-23
DVA,1995-10-31,2017-11-06
DVAX,2004-02-19,2017-11-06
DVN,1992-03-17,2017-11-06
DVR,2006-12-14,2014-10-29
DW,1989-05-03,2016-12-30
DWA,2004-10-28,2016-08-22
DWDP,2017-09-01,2017-11-06
DWRE,2012-03-15,2016-07-11
DWSN,1990-03-26,2017-11-06
DX,1989-06-30,2017-11-06
DXC,2017-04-03,2017-11-06
DXCM,2005-04-14,2017-11-06
DXLG,1992-02-25,2017-11-06
DXM,2013-05-01,2016-01-06
DXPE,1998-05-07,2017-11-06
DXYN,1990-03-26,2017-11-06
DY,1990-09-24,2017-11-06
DYAX,2000-08-15,2016-01-22
DYN,2012-10-03,2017-11-06
EA,1990-03-26,2017-11-06
EAC,2012-04-11,2016-11-18
EAT,1989-07-28,2017-11-06
EBAY,1998-09-24,2017-11-06
EBF,1987-09-24,2017-11-06
EBIO,2014-02-06,2017-11-06
EBIX,1990-03-26,2017-11-06
EBS,2006-11-15,2017-11-06
EBSB,2008-01-23,2017-11-06
EBTC,2005-02-14,2017-11-06
ECHO,2009-10-02,2017-11-06
ECL,1988-01-05,2017-11-06
ECOL,1990-03-26,2017-11-06
ECOM,2013-05-23,2017-11-06
ECPG,1999-07-09,2017-11-06
ECYT,2011-02-04,2017-11-06
ED,1970-01-02,2017-11-06
EDE,1973-05-03,2016-12-30
EDIG,1993-04-06,2015-03-06
EDMC,2009-10-02,2014-11-12
EDR,2005-01-26,2017-11-06
EE,1989-07-07,2017-11-06
EEFT,1997-03-07,2017-11-06
EFII,1992-10-02,2017-11-06
EFSC,2003-07-15,2017-11-06
EFX,1986-03-27,2017-11-06
EGAN,1999-09-23,2017-11-06
EGBN,1999-07-14,2017-11-06
EGHT,1997-07-02,2017-11-06
EGL,2012-07-18,2017-11-06
EGLT,2014-02-06,2017-11-06
EGN,1984-07-19,2017-11-06
EGOV,1999-07-15,2017-11-06
EGP,1992-03-17,2017-11-06
EGY,1993-01-29,2017-11-06
EHTH,2006-10-20,2017-11-06
EIG,2007-01-31,2017-11-06
EIGI,2013-10-25,2017-11-06
EIX,1980-01-02,2017-11-06
EL,1995-11-17,2017-11-06
ELGX,1996-06-21,2017-11-06
ELLI,2011-04-15,2017-11-06
ELNK,1997-01-22,2017-02-24
ELRC,1990-03-28,2016-08-10
ELS,1993-02-25,2017-11-06
ELX,1990-03-26,2015-05-05
ELY,1992-02-28,2017-11-06
EMC,1988-12-16,2016-09-06
EMCI,1990-03-26,2017-11-06
EME,1995-12-28,2017-11-06
EMN,1993-12-14,2017-11-06
EMR,1972-06-01,2017-11-06
END,2002-02-27,2014-10-07
ENDP,2000-07-18,2017-11-06
ENH,2003-02-28,2017-03-28
ENOC,2007-05-18,2017-08-07
ENPH,2012-03-30,2017-11-06
ENR,2000-03-27,2017-11-06
ENS,2004-08-02,2017-11-06
ENSG,2007-11-09,2017-11-06
ENT,2011-06-17,2017-11-06
ENTA,2013-03-21,2017-11-06
ENTG,2000-07-11,2017-11-06
ENTR,2007-12-07,2015-04-30
ENV,2010-07-29,2017-11-06
ENVE,1995-03-29,2014-10-16
ENZ,1980-06-12,2017-11-06
ENZN,1990-03-26,2016-05-19
EOG,1989-10-04,2017-11-06
EOPN,2012-07-26,2015-03-25
EOX,2004-08-10,2016-03-22
EPAM,2012-02-08,2017-11-06
EPAY,1999-02-12,2017-11-06
EPIQ,1997-02-04,2016-09-30
EPL,2009-09-23,2014-06-03
EPM,1997-01-13,2017-11-06
EPR,1997-11-18,2017-11-06
EPZM,2013-05-31,2017-11-06
EQIX,2000-08-11,2017-11-06
EQR,1993-08-12,2017-11-06
EQT,1987-11-05,2017-11-06
EQU,2000-04-25,2014-07-30
EQY,1998-05-14,2017-03-01
ERA,2013-01-22,2017-11-06
ERIE,1995-10-02,2017-11-06
ERII,2008-07-02,2017-11-06
EROS,2013-11-13,2017-11-06
ES,1984-08-29,2017-11-06
ESBF,1995-08-18,2015-02-10
ESC,1995-11-20,2014-07-30
ESCA,1992-02-25,2017-11-06
ESE,1990-10-01,2017-11-06
ESGR,1997-05-09,2017-11-06
ESI,1994-12-20,2016-09-06
ESIO,1990-03-26,2017-11-06
ESL,1973-05-03,2017-11-06
ESNT,2013-10-31,2017-11-06
ESPR,2013-06-26,2017-11-06
ESRT,2013-10-02,2017-11-06
ESRX,1992-06-09,2017-11-06
ESS,1994-06-07,2017-11-06
ESSA,2007-04-04,2017-11-06
ESV,1991-01-02,2017-04-25
ETFC,1996-08-16,2017-11-06
ETH,1993-03-16,2017-11-06
ETM,1999-01-29,2017-11-06
ETN,1972-06-01,2017-11-06
ETR,1972-06-01,2017-11-06
EV,1990-03-27,2017-11-06
EVC,2000-08-02,2017-11-06
EVDY,2014-03-28,2016-12-05
EVER,2012-05-03,2017-06-08
EVHC,2013-08-14,2017-11-06
EVR,2006-08-14,2017-11-06
EVRY,2012-05-16,2015-04-16
EVTC,2013-04-12,2017-11-06
EW,2000-03-27,2017-11-06
EWBC,1999-02-03,2017-11-06
EXAC,1996-05-30,2017-11-06
EXAM,2010-10-29,2016-07-27
EXAR,1990-03-26,2017-05-12
EXAS,2001-02-01,2017-11-06
EXC,1980-01-02,2017-11-06
EXEL,2000-04-17,2017-11-06
EXH,2007-08-21,2015-11-03
EXL,2010-04-23,2015-07-31
EXLS,2006-10-20,2017-11-06
EXP,1994-04-12,2017-11-06
EXPD,1990-03-26,2017-11-06
EXPE,2005-07-21,2017-11-06
EXPO,1990-08-17,2017-11-06
EXPR,2010-05-13,2017-11-06
EXR,2004-08-16,2017-11-06
EXTR,1999-04-09,2017-11-06
EXXI,2007-06-01,2017-11-06
EZPW,1991-08-27,2017-11-06
F,1972-06-01,2017-11-06
FAF,2010-05-28,2017-11-06
FANG,2012-10-12,2017-11-06
FARM,1990-03-26,2017-11-06
FARO,1997-09-18,2017-11-06
FAST,1990-03-26,2017-11-06
FB,2012-05-18,2017-11-06
FBC,1997-04-30,2017-11-06
FBHS,2011-09-16,2017-11-06
FBIZ,2005-11-09,2017-11-06
FBNC,1992-12-09,2017-11-06
FBNK,2011-06-30,2017-11-06
FBP,1992-02-25,2017-11-06
FBRC,2007-06-08,2017-06-01
FC,1992-06-03,2017-11-06
FCBC,1997-05-09,2017-11-06
FCE_A,1983-10-25,2017-11-06
FCEL,1997-02-27,2017-11-06
FCF,1992-06-10,2017-11-06
FCFS,1992-08-17,2017-11-06
FCH,1994-07-22,2017-08-31
FCN,1996-05-09,2017-11-06
FCNCA,1992-02-25,2017-11-06
FCS,1999-08-04,2016-09-19
FCSC,2009-10-21,2017-11-06
FCX,1995-07-10,2017-11-06
FDEF,1993-07-21,2017-11-06
FDML,2008-01-02,2017-01-23
FDO,1985-02-25,2015-07-06
FDP,1997-10-24,2017-11-06
FDS,1996-06-28,2017-11-06
FDUS,2011-06-21,2017-11-06
FDX,1978-04-12,2017-11-06
FE,1997-11-10,2017-11-06
FEIC,1995-06-01,2016-09-19
FELE,1990-03-26,2017-11-06
FET,2012-04-12,2017-11-06
FF,2011-03-23,2017-11-06
FFBC,1990-03-26,2017-11-06
FFBH,1996-05-06,2014-06-02
FFG,1996-07-19,2017-11-06
FFIC,1995-11-21,2017-11-06
FFIN,1993-11-01,2017-11-06
FFIV,1999-06-04,2017-11-06
FFKT,1993-03-04,2017-11-06
FFNW,2007-10-10,2017-11-06
FGL,2013-12-13,2017-11-06
FHCO,1999-02-11,2017-08-04
FHN,1990-03-26,2017-11-06
FIBK,2010-03-24,2017-11-06
FICO,1992-02-25,2017-11-06
FII,1998-05-14,2017-11-06
FINL,1992-06-09,2017-11-06
FIO,2011-06-09,2014-07-23
FIS,2001-06-20,2017-11-06
FISI,1999-06-25,2017-11-06
FISV,1990-03-26,2017-11-06
FITB,1990-03-26,2017-11-06
FIVE,2012-07-19,2017-11-06
FIVN,2014-04-04,2017-11-06
FIX,1997-06-27,2017-11-06
FIZZ,1991-09-16,2017-11-06
FL,1970-01-02,2017-11-06
FLDM,2011-02-10,2017-11-06
FLIC,1995-08-18,2017-11-06
FLIR,1993-06-22,2017-11-06
FLO,1987-11-05,2017-11-06
FLR,2000-12-01,2017-11-06
FLS,1990-03-26,2017-11-06
FLT,2010-12-15,2017-11-06
FLTX,2012-10-09,2016-11-04
FLWS,1999-08-03,2017-11-06
FLXN,2014-02-12,2017-11-06
FLXS,1992-02-25,2017-11-06
FMBI,1990-03-26,2017-11-06
FMC,1985-07-01,2017-11-06
FMD,2003-10-31,2016-08-22
FMER,1989-03-29,2016-08-15
FMI,2013-09-25,2017-11-06
FN,2010-06-25,2017-11-06
FNB,1993-03-04,2017-11-06
FNF,2005-10-14,2017-11-06
FNFG,1998-04-21,2016-07-29
FNGN,2010-03-16,2017-11-06
FNHC,1998-11-05,2017-11-06
FNLC,1999-07-14,2017-11-06
FNSR,1999-11-12,2017-11-06
FOE,1987-11-05,2017-11-06
FOLD,2007-05-31,2017-11-06
FOR,2007-12-13,2017-11-06
FORM,2003-06-12,2017-11-06
FORR,1996-11-27,2017-11-06
FOSL,1993-04-08,2017-04-25
FOX,1987-12-30,2017-11-06
FOXA,1996-03-11,2017-11-06
FOXF,2013-08-08,2017-11-06
FPO,2003-10-23,2017-09-29
FPRX,2013-09-18,2017-11-06
FR,1994-06-24,2017-11-06
FRAN,2011-07-22,2017-11-06
FRBK,1995-08-18,2017-11-06
FRC,2010-12-09,2017-11-06
FRED,1992-03-19,2017-11-06
FRF,2010-12-17,2014-12-03
FRGI,2012-04-26,2017-11-06
FRM,1977-05-16,2016-02-29
FRME,1992-02-25,2017-11-06
FRNK,2011-04-28,2015-01-02
FRO,2001-08-06,2017-11-06
FRP,2011-01-25,2017-07-03
FRSH,2014-05-02,2017-11-06
FRT,1973-05-03,2017-11-06
FRX,1988-04-19,2014-06-30
FSC,2008-06-12,2017-10-17
FSGI,2005-08-10,2015-10-30
FSL,2011-05-26,2015-12-07
FSLR,2006-11-17,2017-04-25
FSP,2005-06-02,2017-11-06
FSS,1982-03-01,2017-11-06
FST,1990-03-26,2014-12-15
FSTR,1990-03-26,2017-11-06
FSYS,1986-09-16,2016-06-01
FTD,2013-10-10,2017-11-06
FTI,2001-06-15,2017-11-06
FTK,2005-07-27,2017-11-06
FTNT,2009-11-18,2017-11-06
FTR,1990-03-26,2017-04-25
FTV,2016-07-05,2017-11-06
FUBC,2008-04-10,2014-10-31
FUEL,2013-09-20,2017-09-05
FUL,1990-03-26,2017-11-06
FULT,1990-03-26,2017-11-06
FUR,1973-05-03,2016-08-01
FURX,2010-06-01,2014-07-02
FVE,2001-12-17,2017-11-06
FWM,2013-04-17,2016-05-13
FWRD,1993-11-16,2017-11-06
FXCB,2006-10-02,2016-06-30
FXCM,2010-12-02,2017-02-24
FXEN,1996-06-11,2015-12-31
G,2007-08-02,2017-11-06
GABC,1993-05-21,2017-11-06
GAIA,1999-10-29,2017-11-06
GAIN,2005-06-23,2017-11-06
GALE,2008-03-12,2017-11-06
GALT,2002-09-09,2017-11-06
GARS,2013-03-27,2017-11-06
GAS,1973-05-03,2016-06-30
GB,2000-09-29,2016-06-30
GBCI,1992-01-27,2017-11-06
GBDC,2010-04-15,2017-11-06
GBL,1999-02-11,2017-11-06
GBLI,2003-12-16,2017-11-06
GBNK,2005-10-03,2017-11-06
GBX,1994-07-14,2017-11-06
GCA,2005-09-23,2015-08-21
GCAP,2010-12-15,2017-11-06
GCI,1985-07-01,2017-04-25
GCO,1985-07-01,2017-11-06
GD,1977-01-03,2017-11-06
GDOT,2010-07-22,2017-11-06
GDP,1987-12-30,2017-11-06
GE,1962-01-02,2017-11-06
GEF,1996-02-28,2017-11-06
GEO,1994-07-28,2017-11-06
GEOS,1997-11-21,2017-11-06
GERN,1996-07-31,2017-11-06
GES,1996-08-08,2017-11-06
GEVA,2011-07-01,2015-06-22
GFF,1973-05-03,2017-11-06
GFIG,2005-02-01,2015-04-09
GFN,2006-07-06,2017-11-06
GGG,1986-07-09,2017-11-06
GGP,1993-04-08,2017-11-06
GHC,1990-01-24,2017-11-06
GHDX,2005-09-29,2017-11-06
GHL,2004-05-06,2017-11-06
GHM,1992-03-17,2017-11-06
GIFI,1997-04-04,2017-11-06
GIII,1990-03-26,2017-11-06
GILD,1992-01-22,2017-11-06
GIMO,2013-06-12,2017-11-06
GIS,1983-06-10,2017-11-06
GK,1990-03-26,2017-03-21
GLAD,2002-08-02,2017-11-06
GLDD,2006-12-27,2017-11-06
GLF,1997-05-01,2017-04-10
GLNG,2003-07-15,2017-11-06
GLOG,2012-03-30,2017-11-06
GLPW,2008-02-19,2016-03-30
GLRE,2007-05-24,2017-11-06
GLRI,2012-10-17,2016-09-29
GLT,1984-05-16,2017-11-06
GLUU,2007-03-22,2017-11-06
GLW,1981-12-31,2017-11-06
GM,2010-11-18,2017-11-06
GMAN,2010-08-05,2017-03-21
GMCR,1993-09-27,2016-03-02
GME,2002-02-13,2017-11-06
GMED,2012-08-03,2017-11-06
GMO,2005-02-17,2017-11-06
GMT,1987-11-05,2016-06-30
GNC,2011-04-01,2017-11-06
GNCA,2014-02-05,2017-11-06
GNCMA,1995-08-18,2017-11-06
GNE,2011-10-26,2017-11-06
GNMK,2010-05-28,2017-11-06
GNRC,2010-02-11,2017-11-06
GNTX,1990-03-26,2017-11-06
GNW,2004-05-25,2017-04-25
GOGO,2013-06-21,2017-11-06
GOLD,2002-07-30,2017-11-06
GOOD,2003-08-14,2017-11-06
GOOG,2014-03-27,2017-11-06
GOOGL,2004-08-19,2017-11-06
GORO,2006-09-14,2017-11-06
GOV,2009-06-04,2017-11-06
GPC,1983-04-06,2017-11-06
GPI,1997-10-30,2017-11-06
GPK,1992-12-10,2017-11-06
GPN,2001-01-16,2017-11-06
GPOR,1999-03-03,2017-11-06
GPRE,2006-03-15,2017-11-06
GPS,1987-07-23,2017-11-06
GPT,2004-08-02,2017-11-06
GPX,1992-03-17,2017-11-06
GRA,1982-01-04,2017-11-06
GRC,1992-03-17,2017-11-06
GRIF,1997-06-18,2017-11-06
GRMN,2000-12-08,2017-11-06
GRPN,2011-11-04,2017-11-06
GRT,1994-01-20,2015-01-15
GRUB,2014-04-04,2017-11-06
GS,1999-05-04,2017-11-06
GSAT,2014-04-04,2017-11-06
GSBC,1990-03-26,2017-11-06
GSBD,2015-03-18,2017-11-06
GSIG,1999-03-24,2016-05-11
GSIT,2007-03-29,2017-11-06
GSM,2009-07-30,2017-11-06
GSOL,2000-04-17,2017-08-28
GST,2006-01-05,2017-11-06
GSVC,2011-04-28,2017-11-06
GT,1970-01-02,2017-11-06
GTAT,2008-07-25,2014-10-15
GTI,1995-08-10,2015-08-14
GTIV,2000-02-10,2015-02-02
GTLS,2006-07-26,2017-11-06
GTN,2002-08-30,2017-11-06
GTS,2007-12-07,2017-11-06
GTT,2006-11-29,2017-11-06
GTXI,2004-02-03,2017-11-06
GTY,1973-05-03,2017-11-06
GUID,2006-12-13,2017-09-13
GVA,1992-02-25,2017-11-06
GWR,1996-06-25,2017-11-06
GWRE,2012-01-25,2017-11-06
GWW,1984-12-17,2017-11-06
GXP,1987-11-05,2017-11-06
GY,1981-02-02,2015-04-24
H,2009-11-05,2017-11-06
HA,1995-06-21,2017-11-06
HAE,1991-05-10,2017-11-06
HAFC,1997-05-09,2017-11-06
HAIN,1994-01-20,2017-11-06
HAL,1972-06-01,2017-11-06
HALL,1995-08-18,2017-11-06
HALO,2004-03-16,2017-11-06
HAR,1986-11-14,2017-03-10
HAS,1984-12-18,2017-11-06
HASI,2013-04-18,2017-11-06
HAWK,2013-04-19,2017-11-06
HAYN,2007-03-21,2017-11-06
HBAN,1990-03-26,2017-11-06
HBCP,2008-10-08,2017-11-06
HBHC,1991-06-04,2017-11-06
HBI,2006-09-06,2017-11-06
HBIO,2001-03-19,2017-11-06
HBNC,2002-01-09,2017-11-06
HCA,2011-03-10,2017-11-06
HCBK,1999-07-13,2015-10-30
HCC,1992-10-28,2017-11-06
HCCI,2008-03-12,2017-11-06
HCI,2008-09-15,2017-11-06
HCKT,1998-05-28,2017-11-06
HCN,1992-03-17,2017-11-06
HCOM,2011-01-26,2017-11-06
HCP,1987-11-05,2017-11-06
HCSG,1990-03-26,2017-11-06
HCT,2014-04-07,2015-01-16
HD,1981-09-22,2017-11-06
HDNG,1995-05-25,2017-11-06
HE,1987-11-05,2017-11-06
HEAR,2010-11-15,2017-11-06
HEES,2006-01-31,2017-11-06
HEI,1992-03-17,2017-11-06
HELE,1990-03-26,2017-11-06
HELI,2014-01-17,2016-02-01
HEOP,1999-04-23,2017-03-31
HERO,2005-10-27,2016-06-14
HES,1983-04-06,2017-11-06
HF,2007-01-31,2017-11-06
HFC,1992-03-17,2017-11-06
HFWA,1998-05-07,2017-11-06
HGG,2007-07-20,2017-02-27
HGR,1992-03-17,2016-02-26
HHC,2010-11-05,2017-11-06
HHS,1993-11-04,2017-11-06
HI,2008-03-28,2017-11-06
HIBB,1996-10-11,2017-11-06
HIFS,1992-02-25,2017-11-06
HIG,1995-12-15,2017-11-06
HII,2011-03-22,2017-11-06
HIIQ,2013-02-08,2017-11-06
HIL,2004-08-12,2017-11-06
HILL,1997-09-17,2015-10-05
HITK,1992-08-04,2014-04-17
HITT,2005-07-22,2014-07-22
HIVE,2014-03-28,2017-11-06
HIW,1994-06-08,2017-11-06
HK,2004-06-16,2017-11-06
HL,1985-02-14,2017-11-06
HLF,2004-12-16,2017-11-06
HLIT,1995-05-24,2017-11-06
HLS,1989-09-13,2017-11-06
HLSS,2012-02-29,2015-04-28
HLT,2017-06-19,2017-11-06
HLX,1997-07-01,2017-11-06
HME,1994-08-01,2015-10-07
HMHC,2013-11-14,2017-11-06
HMN,1991-11-15,2017-11-06
HMPR,2003-10-15,2016-07-29
HMST,2012-02-10,2017-11-06
HMSY,1992-12-18,2017-11-06
HMTV,2013-04-05,2017-11-06
HNH,2005-08-22,2017-10-12
HNI,1990-03-26,2017-11-06
HNR,1989-11-07,2017-05-04
HNRG,1997-01-20,2017-11-06
HNT,1991-11-07,2016-03-23
HOFT,2002-06-27,2017-11-06
HOG,1987-11-05,2017-11-06
HOLX,1990-03-26,2017-11-06
HOMB,2006-06-23,2017-11-06
HOME,2016-08-04,2017-11-06
HON,1970-01-02,2017-11-06
HOS,2004-03-26,2017-11-06
HOT,1987-11-05,2016-09-22
HOV,1992-03-17,2017-11-06
HP,1980-10-15,2017-11-06
HPE,2015-11-02,2017-11-06
HPP,2010-06-24,2017-11-06
HPQ,1962-01-02,2017-11-06
HPT,1995-08-17,2017-11-06
HPTX,2012-07-26,2015-05-07
HPY,2005-08-16,2016-04-22
HR,1993-05-27,2017-11-06
HRB,1986-11-12,2017-11-06
HRC,1987-03-02,2017-11-06
HRG,1983-04-06,2017-11-06
HRL,1990-01-02,2017-11-06
HRS,1981-12-31,2017-11-06
HRTG,2014-05-23,2017-11-06
HRTX,1987-08-27,2017-11-06
HRZN,2010-10-29,2017-11-06
HSC,1987-11-05,2017-11-06
HSH,1986-05-05,2014-08-29
HSIC,1995-11-03,2017-11-06
HSII,1999-04-27,2017-11-06
HSNI,2008-08-12,2017-11-06
HSP,2004-05-03,2015-09-02
HST,1983-04-06,2017-11-06
HSTM,2000-04-11,2017-11-06
HSY,1985-07-01,2017-11-06
HT,1999-01-21,2017-11-06
HTA,2012-06-06,2017-11-06
HTBI,2012-07-11,2017-11-06
HTBK,1998-07-20,2017-11-06
HTCH,1990-03-26,2016-10-05
HTCO,1995-03-29,2014-05-07
HTGC,2005-06-09,2017-11-06
HTH,2004-02-19,2017-11-06
HTLD,1990-03-26,2017-11-06
HTLF,1999-01-04,2017-11-06
HTS,2008-04-30,2016-07-11
HTWR,2008-06-24,2016-08-23
HTZ,2006-11-16,2017-11-06
HUB_B,1981-02-11,2015-12-23
HUBG,1996-03-13,2017-11-06
HUM,1981-12-31,2017-11-06
HUN,2005-02-14,2017-11-06
HURC,1989-09-05,2017-11-06
HURN,2004-10-13,2017-11-06
HVB,1999-12-13,2015-06-30
HVT,1992-02-25,2017-11-06
HW,1995-08-24,2017-05-05
HWAY,1991-08-13,2017-01-10
HWCC,2006-06-15,2017-11-06
HWKN,1993-10-27,2017-11-06
HXL,1987-11-05,2017-11-06
HY,2012-10-01,2017-11-06
HZNP,2011-07-28,2017-11-06
HZO,1998-06-03,2017-11-06
I,2013-04-18,2017-11-06
IACI,1993-01-19,2016-01-20
IART,1995-08-16,2017-11-06
IBCA,1998-06-03,2015-02-10
IBCP,2010-02-02,2017-11-06
IBKC,1995-04-10,2017-11-06
IBKR,2007-05-04,2017-11-06
IBM,1962-01-02,2017-11-06
IBOC,1996-05-30,2017-11-06
IBP,2014-02-13,2017-11-06
IBTX,2013-04-04,2017-11-06
ICE,2005-11-16,2017-11-06
ICEL,2013-07-25,2015-05-01
ICFI,2006-09-28,2017-11-06
ICGE,1999-08-05,2014-09-02
ICON,1990-03-06,2017-11-06
ICPT,2012-10-11,2017-11-06
ICUI,1992-03-31,2017-11-06
IDA,1986-10-17,2017-11-06
IDCC,1990-03-26,2017-11-06
IDIX,2004-07-22,2014-08-05
IDRA,1996-01-25,2017-11-06
IDT,2001-05-16,2017-11-06
IDTI,1990-03-26,2017-11-06
IDXX,1991-06-24,2017-11-06
IEX,1989-06-30,2017-11-06
IFF,1981-12-31,2017-11-06
IFT,2011-02-08,2015-08-31
IG,1990-04-17,2015-10-23
IGT,1990-03-26,2017-11-06
IGTE,1996-12-17,2015-07-01
IHC,1990-03-26,2017-11-06
IHS,2005-11-14,2016-07-12
III,2007-02-12,2017-11-06
IIIN,1992-03-17,2017-11-06
IILG,2008-08-12,2016-10-14
IIVI,1990-03-26,2017-11-06
IL,2010-08-06,2017-01-19
ILMN,2000-07-28,2017-11-06
IM,1996-11-01,2016-12-05
IMGN,1990-03-26,2017-11-06
IMI,2011-11-18,2017-11-06
IMKTA,1990-03-26,2017-11-06
IMMR,1999-11-12,2017-11-06
IMMU,1990-03-26,2017-11-06
IMN,1996-06-26,2017-02-21
IMPV,2011-11-09,2017-11-06
INAP,1999-09-29,2017-11-06
INCY,1993-11-04,2017-11-06
INDB,1990-03-27,2017-11-06
INFA,1999-04-29,2015-08-06
INFI,2000-07-28,2017-11-06
INFN,2007-06-07,2017-11-06
INFO,2017-06-02,2017-11-06
INGN,2014-02-14,2017-11-06
INGR,1997-12-11,2017-11-06
ININ,1999-09-23,2016-12-01
INN,2011-02-09,2017-11-06
INO,1998-12-08,2017-11-06
INSM,2000-06-01,2017-11-06
INSY,2000-04-14,2017-11-06
INT,1990-07-30,2017-11-06
INTC,1980-03-17,2017-11-06
INTL,1996-11-15,2017-11-06
INTU,1993-03-22,2017-11-06
INTX,2004-04-30,2017-11-06
INVN,2011-11-16,2017-05-17
INWK,2006-08-16,2017-11-06
IO,1991-04-02,2017-11-06
IOSP,1998-05-13,2017-11-06
IP,1970-01-02,2017-11-06
IPAR,1991-08-20,2017-11-06
IPCC,2003-02-12,2017-11-06
IPCM,2008-01-25,2015-11-20
IPG,1987-11-05,2017-11-06
IPGP,2006-12-13,2017-11-06
IPHI,2010-11-12,2017-11-06
IPHS,2006-11-02,2017-11-06
IPI,2008-04-22,2017-11-06
IPXL,1995-12-19,2017-11-06
IQNT,2007-11-02,2017-02-09
IR,1985-07-01,2017-11-06
IRBT,2005-11-09,2017-11-06
IRC,2004-05-05,2016-03-30
IRDM,2008-03-20,2017-11-06
IRET,1997-10-17,2017-11-06
IRF,1987-11-05,2015-01-13
IRG,2012-05-11,2017-03-13
IRM,1996-02-01,2017-11-06
IRWD,2010-02-03,2017-11-06
